NPI|NDC|Units|UnitCost
0000000007|00000003378|330|244.70
0000000009|00000003716|1370|183.83
0000000001|00000002612|2975|254.17
0000000003|00000003479|2872|380.68
0000000010|00000002160|2087|370.27
0000000004|00000001066|1174|384.53
0000000007|00000003274|2318|475.85
0000000005|00000002515|1499|485.89
0000000002|00000001724|1186|237.95
0000000001|00000004300|485|94.12
0000000003|00000000055|404|466.39
0000000004|00000000035|2174|118.50
0000000001|00000000104|85|94.05
0000000002|00000004475|1132|164.85
0000000005|00000000162|180|411.64
0000000003|00000002533|1288|173.76
0000000006|00000000337|37|483.41
0000000007|00000004445|2240|421.14
0000000006|00000004515|310|131.84
0000000008|00000001355|1403|285.61
0000000002|00000001420|2212|338.39
0000000004|00000004174|261|377.10
0000000005|00000003410|1397|66.18
0000000002|00000003089|2754|271.92
0000000009|00000003267|1798|55.91
0000000004|00000001271|1531|142.14
0000000004|00000003519|1558|66.08
0000000003|00000004986|414|132.12
0000000008|00000003688|569|145.80
0000000008|00000002661|2935|201.80
0000000004|00000004654|592|166.25
0000000005|00000001395|2850|176.28
0000000009|00000001925|2322|278.35
0000000002|00000000232|1243|78.65
0000000010|00000000608|2764|301.61
0000000005|00000003771|1362|479.28
0000000006|00000003478|2525|304.75
0000000008|00000000488|2704|453.60
0000000002|00000002346|1253|36.40
0000000006|00000000381|1728|474.78
0000000010|00000001095|994|206.04
0000000002|00000001285|655|285.12
0000000007|00000000471|1159|377.66
0000000006|00000001206|394|197.15
0000000002|00000001709|1704|392.74
0000000001|00000001634|1846|245.81
0000000002|00000000948|259|267.18
0000000010|00000000998|2542|182.88
0000000003|00000003742|2201|29.36
0000000005|00000003944|392|183.16
0000000004|00000004736|2958|93.89
0000000010|00000001554|2766|46.45
0000000004|00000001014|143|38.82
0000000001|00000003528|2590|360.14
0000000009|00000002170|2132|171.58
0000000008|00000004797|984|406.21
0000000002|00000002553|502|249.71
0000000001|00000002303|169|247.26
0000000010|00000004182|1459|132.89
0000000007|00000000223|274|77.68
0000000009|00000002760|266|328.01
0000000002|00000003647|1167|337.11
0000000005|00000004287|1943|24.47
0000000004|00000001960|725|496.97
0000000007|00000002528|1523|16.57
0000000004|00000001239|970|406.22
0000000009|00000003032|2708|414.34
0000000003|00000000140|593|118.50
0000000002|00000001358|2096|452.40
0000000006|00000003809|1564|285.65
0000000010|00000003853|2442|391.04
0000000008|00000001220|25|316.03
0000000008|00000001357|1287|474.61
0000000004|00000002239|2407|264.81
0000000002|00000004183|2875|231.70
0000000008|00000000033|1202|279.26
0000000004|00000002464|2387|86.37
0000000007|00000003389|2505|99.39
0000000005|00000002314|1554|450.49
0000000004|00000002633|280|350.09
0000000007|00000003783|1680|68.19
0000000004|00000003218|1934|218.78
0000000004|00000000979|241|254.58
0000000008|00000004454|85|452.24
0000000009|00000001095|1247|55.12
0000000008|00000004139|713|124.64
0000000008|00000003541|297|154.02
0000000002|00000002652|2271|367.76
0000000008|00000003981|1075|494.57
0000000006|00000004159|714|250.23
0000000010|00000003007|804|172.77
0000000001|00000001692|1106|126.16
0000000009|00000003280|180|388.75
0000000002|00000003954|82|145.15
0000000007|00000000369|1936|502.29
0000000004|00000003343|1269|406.57
0000000008|00000004695|237|148.15
0000000008|00000000344|2009|385.16
0000000004|00000000465|1842|28.48
0000000003|00000002231|2717|137.53
0000000010|00000002711|2243|410.46
0000000004|00000002490|890|353.37
0000000006|00000001882|390|389.22
0000000002|00000001656|1484|110.31
0000000002|00000002789|238|316.35
0000000007|00000002725|2570|477.80
0000000004|00000004750|1732|334.77
0000000009|00000000818|2127|492.96
0000000007|00000003271|2178|453.84
0000000004|00000000921|1243|68.14
0000000009|00000002671|1328|479.40
0000000007|00000004222|2665|71.90
0000000001|00000002578|2395|300.28
0000000002|00000004964|653|383.65
0000000007|00000001931|1256|461.72
0000000003|00000001037|2694|90.16
0000000001|00000003778|1498|133.10
0000000010|00000004680|2852|215.49
0000000003|00000002690|584|181.68
0000000005|00000003056|471|226.22
0000000008|00000003709|998|279.76
0000000009|00000003048|1528|349.39
0000000002|00000002419|2539|126.09
0000000009|00000001948|2608|250.67
0000000002|00000003225|813|410.93
0000000008|00000004731|1931|418.89
0000000001|00000004603|96|462.39
0000000009|00000001824|2400|251.02
0000000007|00000000489|2176|355.65
0000000001|00000004998|1628|306.79
0000000007|00000001364|1237|35.34
0000000004|00000004397|846|47.98
0000000003|00000002571|1279|199.40
0000000003|00000001083|1519|45.61
0000000005|00000000292|1721|463.14
0000000008|00000002789|2641|280.52
0000000006|00000002377|2993|67.52
0000000002|00000004544|1251|397.07
0000000010|00000000512|1968|156.74
0000000005|00000001592|1687|233.51
0000000004|00000000646|2711|499.51
0000000008|00000001573|2533|113.76
0000000002|00000000350|737|208.31
0000000006|00000003174|2568|151.70
0000000009|00000002754|1794|80.73
0000000002|00000000437|2134|212.44
0000000010|00000001505|2361|171.40
0000000001|00000001495|919|9.63
0000000005|00000000352|1482|489.77
0000000009|00000002968|1126|477.02
0000000003|00000004543|1496|340.06
0000000007|00000000710|2179|22.96
0000000008|00000000997|259|380.95
0000000010|00000003910|798|51.60
0000000001|00000000732|1939|414.47
0000000003|00000000685|607|124.39
0000000005|00000001680|1485|63.29
0000000010|00000001480|518|274.02
0000000002|00000003371|2502|380.86
0000000003|00000004687|2734|245.31
0000000003|00000004884|2359|54.59
0000000003|00000003150|2573|350.45
0000000007|00000002271|2157|317.52
0000000007|00000001268|651|265.51
0000000002|00000002251|941|334.90
0000000008|00000000199|2915|150.82
0000000007|00000000619|1746|6.98
0000000007|00000003016|813|281.86
0000000009|00000001520|844|182.27
0000000008|00000003365|2670|435.02
0000000006|00000004430|453|177.33
0000000008|00000003117|43|438.53
0000000008|00000004115|1137|143.92
0000000005|00000000823|1249|434.43
0000000002|00000001043|53|436.18
0000000005|00000001283|2118|106.39
0000000009|00000002564|2783|298.36
0000000002|00000003841|386|301.87
0000000002|00000001289|1988|472.91
0000000004|00000002608|1881|216.91
0000000003|00000003887|1411|415.33
0000000005|00000001634|548|352.24
0000000009|00000001645|2601|106.47
0000000001|00000003617|2873|432.23
0000000005|00000000850|1858|58.68
0000000006|00000003303|1620|292.52
0000000008|00000002370|2763|321.89
0000000004|00000001046|1873|116.75
0000000005|00000003845|1232|447.84
0000000006|00000000911|2559|363.16
0000000001|00000001022|1287|399.78
0000000006|00000000716|1539|266.73
0000000006|00000003148|1107|489.91
0000000008|00000000729|1326|259.54
0000000001|00000001500|2948|66.36
0000000002|00000001003|44|357.87
0000000007|00000000173|432|428.02
0000000008|00000004607|567|391.09
0000000009|00000002018|1946|12.07
0000000004|00000003911|779|275.57
0000000010|00000000248|1930|81.16
0000000007|00000001218|1961|132.71
0000000007|00000002481|76|489.19
0000000009|00000000843|2360|440.12
0000000008|00000004456|1935|472.12
0000000002|00000000770|1333|167.02
0000000005|00000001255|2098|64.99
0000000005|00000003183|1544|497.51
0000000002|00000002582|2002|96.25
0000000001|00000001689|927|190.64
0000000007|00000002539|1635|250.17
0000000007|00000002743|1030|86.69
0000000003|00000003410|1296|436.04
0000000009|00000000180|2679|206.43
0000000004|00000000398|2943|312.40
0000000010|00000002005|2576|456.83
0000000005|00000003030|2609|74.47
0000000008|00000000582|2438|184.14
0000000008|00000001907|1225|435.26
0000000007|00000001322|1591|54.90
0000000010|00000002303|332|55.53
0000000005|00000002584|2842|138.64
0000000005|00000001114|692|315.97
0000000009|00000001450|979|348.14
0000000006|00000004291|1083|38.86
0000000008|00000003414|1178|9.44
0000000001|00000004628|1563|342.62
0000000001|00000004883|960|270.36
0000000008|00000003311|2724|202.57
0000000009|00000000201|214|230.35
0000000005|00000002260|488|379.00
0000000008|00000000383|1626|181.41
0000000002|00000004315|2323|324.52
0000000001|00000004675|2064|248.21
0000000009|00000004081|654|28.79
0000000006|00000003029|1513|57.57
0000000003|00000001338|1847|9.66
0000000009|00000003896|277|400.22
0000000009|00000002168|1066|469.80
0000000008|00000004738|769|166.32
0000000002|00000001542|2553|132.43
0000000010|00000001461|158|104.04
0000000001|00000001557|2785|430.22
0000000005|00000001983|399|404.86
0000000010|00000000036|626|206.84
0000000010|00000000134|202|232.88
0000000007|00000004704|271|40.25
0000000005|00000002449|696|98.37
0000000005|00000004792|1298|264.04
0000000002|00000002712|870|423.45
0000000002|00000004015|1309|87.73
0000000001|00000001057|1419|293.12
0000000006|00000004855|21|437.53
0000000003|00000001943|1165|134.04
0000000006|00000004999|1578|116.23
0000000008|00000000408|803|28.81
0000000003|00000002245|2810|396.84
0000000010|00000003583|2382|486.15
0000000005|00000002566|1086|353.06
0000000007|00000004790|698|163.86
0000000002|00000004677|2159|277.09
0000000003|00000002842|2438|353.35
0000000010|00000000184|379|372.83
0000000001|00000003430|105|35.28
0000000004|00000000051|536|356.03
0000000008|00000001483|2397|358.10
0000000002|00000004593|880|87.63
0000000002|00000003898|1297|326.10
0000000009|00000003044|2165|60.47
0000000006|00000004672|1773|392.13
0000000007|00000004569|102|339.28
0000000010|00000003248|1090|361.65
0000000004|00000002173|1486|75.59
0000000009|00000002187|274|455.74
0000000003|00000001653|625|312.75
0000000007|00000001808|945|286.53
0000000001|00000003491|2098|474.75
0000000003|00000000305|2274|166.18
0000000005|00000001446|1293|207.29
0000000002|00000001541|2841|227.14
0000000009|00000002783|295|222.87
0000000001|00000000062|475|157.96
0000000004|00000002259|2828|208.39
0000000001|00000003633|2670|450.79
0000000004|00000003593|1184|142.99
0000000006|00000000648|1569|315.76
0000000004|00000002186|1413|37.25
0000000005|00000002623|2061|77.10
0000000004|00000000263|1310|87.54
0000000001|00000001075|680|113.33
0000000004|00000000135|2991|135.45
0000000005|00000004124|2216|210.86
0000000007|00000001301|83|249.10
0000000003|00000001702|230|33.57
0000000010|00000001708|1354|329.23
0000000001|00000004568|2061|292.67
0000000003|00000003411|1979|488.63
0000000003|00000003416|862|240.61
0000000008|00000000147|1667|363.09
0000000006|00000003825|1261|451.57
0000000009|00000002656|2079|138.25
0000000004|00000002207|989|397.20
0000000007|00000002338|530|226.73
0000000004|00000001398|2713|497.63
0000000004|00000003769|1806|274.70
0000000004|00000002585|939|173.57
0000000004|00000000930|1225|425.47
0000000002|00000004636|2564|377.00
0000000010|00000001795|291|240.99
0000000001|00000003051|2423|333.14
0000000007|00000003786|2766|384.27
0000000006|00000000016|576|183.80
0000000007|00000000210|1813|246.59
0000000004|00000002716|470|279.32
0000000009|00000004682|223|50.14
0000000005|00000004996|1627|481.77
0000000001|00000002552|1646|58.74
0000000007|00000002614|1011|147.25
0000000003|00000000218|2074|44.70
0000000005|00000000971|2412|470.57
0000000008|00000001597|2769|496.24
0000000001|00000004803|403|210.00
0000000007|00000003201|2551|359.32
0000000010|00000003920|2309|130.78
0000000003|00000001656|802|395.05
0000000002|00000001852|1831|282.49
0000000007|00000004091|1785|134.43
0000000004|00000000815|1823|297.48
0000000001|00000004371|2869|327.17
0000000005|00000000464|2251|461.53
0000000002|00000003789|1656|181.34
0000000003|00000002274|2720|80.78
0000000001|00000001914|2044|208.84
0000000004|00000001995|2984|354.22
0000000001|00000000954|399|145.17
0000000007|00000003436|1159|45.52
0000000007|00000001241|1359|109.51
0000000003|00000004035|1216|162.56
0000000003|00000003334|2258|94.12
0000000005|00000001263|897|54.91
0000000004|00000001743|1350|113.76
0000000007|00000000324|2024|185.46
0000000006|00000004089|1637|469.50
0000000010|00000004423|2924|305.15
0000000001|00000002490|1323|416.57
0000000010|00000003936|563|186.95
0000000002|00000003127|2638|54.66
0000000010|00000002267|2835|255.66
0000000004|00000000628|2130|469.34
0000000004|00000002326|2333|352.88
0000000006|00000000332|1809|130.94
0000000002|00000000179|402|234.23
0000000008|00000002993|199|425.36
0000000010|00000000989|1131|244.05
0000000005|00000001027|335|132.71
0000000003|00000002724|1139|160.80
0000000010|00000003397|1205|60.74
0000000005|00000004732|2890|290.40
0000000001|00000001124|2265|369.80
0000000003|00000000013|2753|103.53
0000000007|00000000460|2885|278.33
0000000008|00000004392|2004|158.50
0000000010|00000003551|1333|65.70
0000000009|00000004041|2039|256.13
0000000010|00000000275|1604|421.68
0000000009|00000000717|1281|170.24
0000000009|00000000771|2622|193.08
0000000010|00000000603|2588|324.86
0000000010|00000003389|694|194.43
0000000005|00000003148|455|234.63
0000000004|00000003865|2112|80.03
0000000002|00000001183|2971|483.56
0000000010|00000004500|1490|115.14
0000000007|00000001310|1841|187.43
0000000001|00000004524|1149|26.77
0000000004|00000001806|960|54.56
0000000009|00000003137|2918|223.28
0000000007|00000004951|1907|197.37
0000000010|00000000234|1020|420.39
0000000010|00000001346|1611|341.04
0000000004|00000000602|1837|446.96
0000000008|00000002933|1782|329.97
0000000003|00000002355|1837|372.26
0000000004|00000002357|2497|228.05
0000000005|00000004003|1499|389.23
0000000008|00000001653|2405|396.11
0000000005|00000002873|229|182.30
0000000005|00000003581|428|352.30
0000000005|00000003723|76|83.39
0000000010|00000004756|638|43.29
0000000005|00000003178|2659|390.38
0000000001|00000003131|1205|368.04
0000000008|00000004834|1652|185.21
0000000007|00000002293|2308|406.60
0000000003|00000001799|2813|14.15
0000000007|00000001469|1881|445.04
0000000007|00000000890|1897|372.67
0000000001|00000002222|1030|273.01
0000000007|00000002632|2540|230.63
0000000005|00000004394|1802|298.50
0000000004|00000003537|2307|314.84
0000000001|00000000879|649|311.71
0000000010|00000001987|768|34.14
0000000004|00000000768|1805|130.50
0000000008|00000000198|1719|158.46
0000000009|00000004090|1901|107.57
0000000009|00000002400|2986|204.13
0000000001|00000003827|2827|295.29
0000000003|00000003828|2408|276.41
0000000001|00000000744|1890|282.59
0000000002|00000004414|1481|479.96
0000000007|00000003059|372|5.22
0000000002|00000003392|1707|365.60
0000000001|00000000791|2286|190.59
0000000001|00000002795|2367|20.30
0000000004|00000003665|1404|390.25
0000000009|00000001562|2933|111.48
0000000006|00000002230|837|307.70
0000000001|00000004446|2288|317.90
0000000007|00000000025|1149|58.96
0000000010|00000003998|1945|229.41
0000000001|00000000870|1103|37.29
0000000010|00000003632|1364|81.79
0000000007|00000003493|2570|172.42
0000000004|00000004607|16|331.19
0000000010|00000004427|86|112.40
0000000001|00000003182|1754|416.64
0000000010|00000003614|433|275.44
0000000009|00000001594|1002|504.58
0000000004|00000002829|956|208.01
0000000008|00000000776|549|414.85
0000000007|00000004845|2767|310.03
0000000005|00000003537|2286|8.81
0000000010|00000000697|484|428.07
0000000002|00000004417|894|383.67
0000000003|00000001051|482|182.18
0000000001|00000004172|2869|36.84
0000000006|00000003744|397|116.73
0000000004|00000000731|529|473.57
0000000007|00000003297|845|73.10
0000000007|00000002475|1881|341.83
0000000004|00000003094|581|138.24
0000000002|00000000116|2917|216.52
0000000005|00000000455|1503|332.65
0000000003|00000000466|685|22.99
0000000007|00000000277|88|118.35
0000000009|00000004655|2088|400.09
0000000007|00000004778|413|444.98
0000000004|00000003718|2775|435.91
0000000006|00000003523|1691|428.83
0000000001|00000004267|2057|497.05
0000000005|00000003379|1945|320.68
0000000009|00000004931|462|478.89
0000000006|00000004246|2977|259.86
0000000007|00000003986|2087|303.88
0000000001|00000004134|2277|382.24
0000000006|00000002056|1967|289.58
0000000001|00000000595|410|422.30
0000000009|00000003920|801|292.91
0000000008|00000000923|2615|337.47
0000000006|00000001600|1702|425.45
0000000010|00000003929|2891|176.80
0000000006|00000004616|346|28.87
0000000003|00000002279|2455|240.25
0000000004|00000004260|507|77.74
0000000006|00000000983|2194|119.70
0000000001|00000002996|1144|142.67
0000000009|00000004420|1221|279.61
0000000004|00000004553|2324|146.16
0000000010|00000002706|2138|217.48
0000000010|00000004963|2362|371.05
0000000005|00000002191|613|326.89
0000000002|00000004153|128|488.71
0000000003|00000004950|518|272.80
0000000006|00000003166|1588|415.57
0000000010|00000001959|285|97.92
0000000004|00000003555|2378|283.32
0000000006|00000001367|279|13.91
0000000010|00000003269|309|26.87
0000000003|00000002929|1065|233.22
0000000003|00000002100|2104|477.01
0000000002|00000000826|29|428.17
0000000002|00000000331|1159|128.81
0000000002|00000001598|897|187.20
0000000005|00000001081|1381|467.35
0000000005|00000004153|2127|127.63
0000000007|00000004646|1267|313.86
0000000009|00000004871|309|502.31
0000000001|00000000281|1379|60.64
0000000009|00000003090|120|20.34
0000000001|00000000615|2731|348.81
0000000001|00000000290|2905|240.71
0000000009|00000003362|2547|264.77
0000000006|00000003582|2098|359.35
0000000010|00000004827|382|251.86
0000000003|00000003791|2462|202.09
0000000008|00000004431|2181|471.34
0000000004|00000003404|1444|304.09
0000000003|00000004047|965|280.06
0000000005|00000000702|1604|178.12
0000000009|00000001782|1933|199.38
0000000003|00000000167|212|250.88
0000000003|00000004786|762|435.00
0000000005|00000002601|1459|366.43
0000000002|00000004766|902|492.88
0000000010|00000002139|2949|128.60
0000000006|00000004153|1598|114.63
0000000010|00000004471|2985|96.71
0000000006|00000003386|2016|248.62
0000000010|00000001303|1926|268.64
0000000007|00000003249|719|87.37
0000000004|00000004366|2163|246.50
0000000008|00000001456|1546|75.87
0000000008|00000004213|1919|288.46
0000000005|00000002974|218|125.33
0000000007|00000001380|2789|95.23
0000000003|00000003628|1345|174.31
0000000008|00000003375|769|6.02
0000000008|00000003670|1741|329.72
0000000009|00000003698|1740|310.92
0000000004|00000002113|2268|128.31
0000000001|00000001477|1639|294.81
0000000008|00000002269|1187|238.87
0000000002|00000003396|1012|451.48
0000000009|00000001787|307|466.15
0000000003|00000002678|1635|376.27
0000000005|00000003806|752|101.84
0000000008|00000000565|1999|496.63
0000000009|00000002857|706|75.43
0000000005|00000004028|2698|301.81
0000000006|00000001635|409|34.90
0000000005|00000002868|604|163.22
0000000009|00000000020|1955|196.57
0000000005|00000000538|388|31.28
0000000006|00000002219|592|464.42
0000000008|00000002512|1423|244.05
0000000009|00000001425|787|193.37
0000000009|00000004989|2093|169.62
0000000002|00000002800|432|49.90
0000000007|00000003520|1186|160.54
0000000010|00000000418|1977|253.14
0000000005|00000001218|1086|105.61
0000000007|00000002708|2091|455.44
0000000006|00000000520|2846|451.68
0000000001|00000001632|2117|65.58
0000000002|00000002835|160|385.43
0000000004|00000003652|319|323.54
0000000002|00000001093|261|224.34
0000000008|00000002552|1610|33.69
0000000008|00000004888|486|240.22
0000000003|00000001550|2990|422.57
0000000005|00000000880|827|393.66
0000000001|00000000558|363|161.92
0000000007|00000003173|890|500.91
0000000010|00000004454|831|418.15
0000000005|00000003415|596|175.87
0000000005|00000004323|2328|281.40
0000000007|00000004766|1971|142.61
0000000007|00000004862|307|85.19
0000000001|00000002999|1137|114.02
0000000006|00000001440|861|276.93
0000000008|00000003147|1754|165.51
0000000003|00000004836|1040|393.88
0000000010|00000003711|256|497.57
0000000003|00000000960|2200|400.21
0000000010|00000003205|1567|134.95
0000000005|00000002372|1817|270.87
0000000007|00000002768|1565|198.04
0000000007|00000003756|2091|174.75
0000000009|00000003417|2865|91.63
0000000002|00000003170|2539|9.68
0000000010|00000003294|1672|351.07
0000000009|00000000940|2960|431.07
0000000003|00000000075|1700|350.22
0000000008|00000004914|1607|466.87
0000000006|00000000323|947|295.07
0000000007|00000004933|1837|391.66
0000000004|00000003738|2167|387.73
0000000006|00000003758|2199|448.90
0000000006|00000001251|222|200.86
0000000009|00000000200|1099|180.93
0000000003|00000004070|682|448.58
0000000005|00000003236|2996|487.56
0000000004|00000002972|2177|314.56
0000000009|00000001621|1051|482.59
0000000001|00000001939|1049|85.56
0000000007|00000002797|225|324.70
0000000008|00000003103|2149|65.64
0000000009|00000002013|1228|66.96
0000000006|00000000770|870|417.15
0000000008|00000004951|1571|461.38
0000000006|00000002906|2878|105.04
0000000010|00000001404|2111|163.39
0000000003|00000000922|998|448.29
0000000002|00000002473|20|190.89
0000000006|00000004496|1386|196.54
0000000010|00000000318|1697|504.46
0000000002|00000002856|34|330.06
0000000003|00000003985|823|413.99
0000000002|00000004967|1611|359.35
0000000003|00000000026|2290|106.04
0000000007|00000002313|657|200.57
0000000009|00000001416|1071|17.71
0000000003|00000001530|1137|190.69
0000000008|00000000063|2934|196.87
0000000006|00000002720|2443|206.40
0000000003|00000000736|1300|419.03
0000000003|00000000794|232|483.98
0000000003|00000004652|2124|479.06
0000000002|00000003053|324|30.11
0000000001|00000001217|820|88.28
0000000002|00000004504|1422|289.67
0000000009|00000000118|1343|398.74
0000000005|00000003644|165|57.54
0000000010|00000001182|2622|98.31
0000000004|00000000502|1289|21.64
0000000008|00000001470|2987|234.91
0000000008|00000004772|33|56.78
0000000007|00000004621|2098|347.87
0000000005|00000000012|2377|260.56
0000000008|00000002196|615|129.52
0000000006|00000001818|1086|57.89
0000000001|00000000581|2143|256.93
0000000003|00000003138|1650|188.34
0000000005|00000001976|2314|194.21
0000000008|00000001555|250|106.81
0000000004|00000001242|858|144.18
0000000010|00000004130|850|61.07
0000000007|00000004057|2182|392.32
0000000002|00000003993|1321|332.67
0000000008|00000003561|1612|430.04
0000000007|00000001155|1268|362.59
0000000004|00000003423|2399|124.79
0000000010|00000000777|473|313.02
0000000004|00000001720|1418|258.10
0000000009|00000001511|1584|465.75
0000000002|00000001274|1154|148.43
0000000003|00000003909|425|498.55
0000000009|00000003690|2792|59.90
0000000006|00000002165|1016|121.94
0000000005|00000000296|2600|355.53
0000000002|00000004398|2071|436.80
0000000002|00000004073|1156|420.82
0000000003|00000001347|1013|289.87
0000000005|00000000179|1204|488.82
0000000004|00000000276|130|9.71
0000000005|00000003302|2157|503.85
0000000009|00000000509|711|145.45
0000000008|00000003167|2400|265.57
0000000006|00000002468|590|150.39
0000000007|00000001125|2371|396.12
0000000009|00000001453|2462|406.98
0000000010|00000003532|1711|269.68
0000000001|00000000587|1686|152.65
0000000004|00000003430|1799|78.88
0000000009|00000003989|1400|231.60
0000000008|00000001827|2505|297.64
0000000008|00000002889|991|62.75
0000000005|00000001328|50|75.53
0000000008|00000001445|730|310.53
0000000004|00000000271|1519|192.03
0000000009|00000001929|2516|129.36
0000000010|00000001744|640|213.26
0000000005|00000002436|932|119.76
0000000003|00000002538|581|414.80
0000000006|00000001449|2343|303.52
0000000009|00000004230|634|166.85
0000000007|00000004093|179|422.24
0000000004|00000003091|2338|74.92
0000000006|00000004111|590|406.91
0000000010|00000001262|415|168.51
0000000010|00000000116|2870|32.81
0000000007|00000002984|1073|385.52
0000000007|00000001700|317|267.19
0000000008|00000001741|956|73.44
0000000004|00000001601|1946|122.87
0000000002|00000000845|407|21.01
0000000003|00000002257|2569|228.32
0000000005|00000004972|927|34.69
0000000001|00000000733|1014|13.31
0000000003|00000002607|2442|91.15
0000000001|00000000207|220|123.48
0000000001|00000002355|733|216.74
0000000007|00000003935|877|482.08
0000000010|00000003459|1428|279.07
0000000006|00000004437|356|6.24
0000000010|00000004710|1892|55.20
0000000004|00000000206|1144|29.28
0000000003|00000004228|2370|132.46
0000000003|00000002673|1271|150.86
0000000010|00000004624|1359|127.61
0000000009|00000003287|1595|207.22
0000000008|00000000075|2124|450.97
0000000003|00000003910|650|287.01
0000000004|00000002283|688|58.74
0000000004|00000002080|317|436.06
0000000009|00000002261|133|352.57
0000000006|00000002603|1822|226.29
0000000010|00000003304|465|436.36
0000000009|00000000920|403|231.93
0000000007|00000001632|2502|439.19
0000000001|00000001395|2874|379.24
0000000004|00000003521|309|477.10
0000000010|00000002191|2267|210.44
0000000008|00000003489|2644|212.07
0000000005|00000004778|349|81.08
0000000005|00000000963|308|347.11
0000000005|00000003334|2303|194.68
0000000008|00000002331|546|427.88
0000000003|00000000912|2290|193.45
0000000005|00000001099|1312|291.83
0000000007|00000001814|150|196.34
0000000001|00000001383|2490|140.75
0000000010|00000004374|1149|6.44
0000000002|00000004063|974|149.41
0000000004|00000003318|1800|24.26
0000000002|00000002576|1301|20.71
0000000001|00000000459|2912|38.06
0000000004|00000000655|197|392.86
0000000003|00000000762|1238|174.85
0000000010|00000001330|1805|164.23
0000000007|00000004691|2522|148.23
0000000002|00000004949|1746|364.80
0000000008|00000002581|936|66.51
0000000007|00000003036|2322|86.58
0000000010|00000002643|2493|6.75
0000000006|00000000180|2005|44.64
0000000004|00000003486|619|387.08
0000000001|00000002396|1368|490.27
0000000001|00000001105|1051|366.42
0000000006|00000003797|1341|198.40
0000000006|00000004276|2991|384.73
0000000006|00000002725|2489|430.89
0000000001|00000000158|264|252.93
0000000005|00000001874|1195|381.78
0000000007|00000001908|2348|324.30
0000000007|00000004335|686|390.40
0000000002|00000002354|884|7.01
0000000001|00000001787|2144|322.05
0000000003|00000004677|1154|67.88
0000000008|00000003220|54|67.12
0000000007|00000001733|360|437.64
0000000009|00000002773|675|393.59
0000000008|00000002543|1759|5.63
0000000003|00000004021|691|295.07
0000000004|00000002666|2529|341.67
0000000005|00000001013|1459|65.86
0000000008|00000002038|1966|81.02
0000000006|00000002208|427|146.07
0000000009|00000002131|689|227.50
0000000010|00000002088|1688|40.08
0000000008|00000002532|2707|144.14
0000000005|00000002129|2749|283.89
0000000004|00000003569|2318|326.29
0000000005|00000003492|489|37.29
0000000008|00000001751|506|15.62
0000000008|00000004102|1535|275.91
0000000007|00000001857|2304|237.41
0000000003|00000001485|1060|46.40
0000000002|00000003787|835|183.29
0000000007|00000000226|1277|338.83
0000000010|00000000640|635|400.51
0000000008|00000004307|366|468.29
0000000009|00000000648|1411|361.93
0000000007|00000003663|2876|491.81
0000000004|00000003716|898|364.03
0000000001|00000003847|820|77.81
0000000008|00000003966|1107|72.16
0000000004|00000004129|525|286.52
0000000007|00000001752|1099|252.22
0000000002|00000001682|639|373.77
0000000003|00000003689|2741|483.48
0000000009|00000002065|888|199.68
0000000006|00000002693|1010|478.32
0000000010|00000004316|1570|297.90
0000000008|00000001949|1877|202.26
0000000001|00000004126|702|494.48
0000000003|00000004904|1959|81.05
0000000005|00000001428|2913|426.36
0000000003|00000004509|2149|478.65
0000000009|00000003323|1921|57.06
0000000008|00000004269|579|489.60
0000000006|00000000027|92|6.66
0000000009|00000001827|863|473.37
0000000009|00000001974|2163|427.86
0000000008|00000004274|2522|279.63
0000000002|00000000655|1097|71.11
0000000006|00000004101|1942|285.10
0000000007|00000001245|2624|476.30
0000000005|00000000318|1720|294.82
0000000001|00000000552|755|353.15
0000000007|00000001109|1794|170.11
0000000010|00000001613|654|472.61
0000000006|00000002839|277|106.74
0000000004|00000003591|929|187.58
0000000005|00000004173|969|130.12
0000000003|00000002313|324|442.84
0000000008|00000004999|585|142.38
0000000009|00000000088|2111|277.84
0000000008|00000001351|507|412.84
0000000005|00000002525|2707|233.59
0000000008|00000002922|2659|23.11
0000000010|00000000614|1069|66.42
0000000003|00000000336|2795|316.31
0000000003|00000001663|2457|141.63
0000000010|00000001113|1619|173.83
0000000008|00000000739|1110|280.90
0000000008|00000002483|351|237.65
0000000001|00000002495|132|33.34
0000000005|00000004738|2611|452.14
0000000005|00000002661|622|29.49
0000000005|00000004937|741|100.07
0000000001|00000001346|1655|216.59
0000000001|00000002635|2924|488.31
0000000007|00000003111|1444|93.15
0000000005|00000000914|129|87.04
0000000010|00000004403|641|404.54
0000000010|00000000182|1230|397.58
0000000005|00000002070|2159|426.31
0000000010|00000002899|2456|247.90
0000000008|00000001189|2192|367.16
0000000001|00000002418|547|498.94
0000000007|00000002904|2598|202.57
0000000006|00000001469|1694|322.87
0000000010|00000000474|1352|134.99
0000000003|00000001887|1260|418.75
0000000007|00000004330|1729|501.80
0000000009|00000001848|2567|423.52
0000000008|00000003729|2263|421.13
0000000008|00000000931|1048|83.01
0000000004|00000002782|2696|380.28
0000000006|00000004001|2038|149.78
0000000007|00000002646|2755|435.34
0000000003|00000000555|880|178.95
0000000005|00000001298|2036|427.53
0000000009|00000002728|2108|139.40
0000000009|00000002152|896|204.45
0000000004|00000004131|1495|82.21
0000000003|00000002829|971|324.40
